ID,Name,Value,Wage
230504,Lorenzao Masca,€350K,€9K
240744,M. Ojeda,€1.4M,€3K
242792,M. Ndockyt,€1M,€3K
193896,P. Funk,€525K,€1K
209001,M. Fallatah,€625K,€11K
218729,Euller,€800K,€7K
221801,Liao Lisheng,€775K,€5K
227945,S. Findlay,€850K,€2K
229993,H. Sönmez,€675K,€6K
223082,W. Norris,€650K,€10K
223594,M. Spano Rahou,€725K,€2K
223850,L. Zarandia,€1M,€2K
188522,Fábinho,€250K,€2K
223339,Zé Manuel,€675K,€2K
224875,B. Innocent,€975K,€2K
225387,L. Page,€850K,€3K
228715,B. Van Durmen,€825K,€3K
228971,Jano,€425K,€5K
197996,E. Larsson,€625K,€2K
200812,M. Ehmer,€550K,€3K
224108,V. Solomon-Otabor,€1.1M,€7K
237420,V. Janjičić,€875K,€2K
242028,R. Blanco,€650K,€2K
190060,N. Toko,€650K,€8K
210029,J. Rafferty,€725K,€2K
211565,Higinio,€875K,€3K
230509,Danilo Sacrio,€700K,€7K
234093,T. Szántó,€1M,€5K
173165,N. Ravaglia,€500K,€1K
229742,H. Alpsoy,€975K,€4K
210543,M. Migliorini,€650K,€2K
230511,Emílio Trevões,€625K,€5K
236399,L. Bergsma,€875K,€3K
179055,A. Marciniak,€475K,€2K
183407,S. Kotysch,€500K,€4K
202864,N. Peñailillo,€625K,€1K
224624,Fu Huan,€725K,€4K
226928,B. Emir,€475K,€7K
230512,Flávio Triginho,€350K,€7K
101488,D. Haas,€260K,€2K
188272,Magno Novaes,€150K,€1K
192624,S. Ferguson,€700K,€5K
198257,S. Sinovic,€425K,€2K
229745,B. Enobakhare,€1.4M,€14K
164465,T. McMahon,€350K,€4K
212338,E. Ba,€675K,€3K
214386,C. Ayala,€375K,€1K
202611,Manuel Sánchez,€475K,€2K
205939,O. Bulut,€825K,€2K
211059,R. Godínez,€725K,€2K
163955,S. Anderson,€375K,€2K
231027,A. Marchesano,€725K,€5K
235379,E. Ndoj,€975K,€1K
209268,D. Rose,€600K,€4K
211828,J. Oumari,€500K,€2K
215668,R. Festersen,€575K,€5K
157300,J. Blayac,€300K,€2K
242036,M. Ljujić,€850K,€2K
244340,R. Vodišek,€975K,€1K
52340,M. Marić,€200K,€3K
163445,L. Frecklington,€475K,€6K
241781,M. Awad,€575K,€5K
191861,Dong Xuesheng,€650K,€5K
225654,J. Düker,€875K,€4K
236918,A. Dreyer,€1.2M,€9K
237942,P. Estupiñán,€900K,€9K
211831,D. Mast,€750K,€3K
234359,Andoni López,€950K,€5K
171895,F. Canales,€400K,€2K
239479,S. Scappini,€625K,€1K
216184,S. Nutz,€775K,€4K
218744,J. Byrne,€925K,€1K
230264,Dilson Calegari,€325K,€4K
183160,Cris,€200K,€3K
197241,K. Pannewitz,€750K,€1K
201081,B. Kopacz,€675K,€2K
156025,H. Patronen,€200K,€1K
224121,A. Capello,€900K,€8K
224633,He Guan,€700K,€4K
182905,V. Skjerve,€475K,€2K
190585,S. Williams,€500K,€3K
214906,A. Hughes,€625K,€4K
234874,M. Jansen,€700K,€2K
235642,R. Yates,€1.2M,€10K
235899,D. Zeefuik,€825K,€2K
178043,F. Della Rocca,€600K,€2K
208764,Z. Alomerović,€550K,€2K
216444,M. Gouaida,€775K,€2K
220028,S. Adekugbe,€750K,€1K
233084,N. Molina,€900K,€4K
187004,M. Maâzou,€625K,€4K
207741,M. Lieder,€675K,€5K
223357,W. Kaptoum,€1.1M,€5K
235133,M. Finotto,€875K,€5K
219518,P. Becker,€800K,€5K
177278,D. Rangelov,€300K,€1K
186494,M. Oxley,€425K,€2K
200319,B. Coker,€475K,€3K
221567,Sim Sang Min,€675K,€2K
210304,H. Zuck,€675K,€2K
222080,H. Zapata,€1M,€1K
172928,C. Lines,€475K,€4K
190592,M. Sollbauer,€600K,€4K
203137,R. Jansson,€675K,€3K
208513,A. Guido,€900K,€5K
212353,I. González,€625K,€3K
213377,H. Al Hazaa,€775K,€9K
215169,F. Castillón,€500K,€4K
228225,W. Harding,€850K,€5K
177793,G. Tansey,€500K,€3K
186241,H. Ojamaa,€675K,€2K
214914,M. Ríos,€325K,€1K
224386,M. Tévez,€1.1M,€5K
242050,E. Sosa,€950K,€2K
213635,T. Lapslie,€825K,€4K
226179,M. Sauer,€725K,€3K
234371,R. Descamps,€700K,€11K
239491,J. Álvarez,€950K,€4K
204164,A. Ludwig,€775K,€4K
205956,C. Dunne,€650K,€2K
214660,L. Rodríguez,€725K,€2K
224388,J. Gómez,€975K,€1K
231044,J. Aribo,€1.1M,€3K
232580,Gabriel,€975K,€6K
234372,C. Machado,€575K,€3K
121988,L. Kruse,€260K,€2K
191108,S. McConville,€625K,€2K
193412,D. Drocco,€625K,€5K
216709,A. Sušac,€500K,€2K
229509,M. Perlak,€500K,€6K
165509,B. Clarke,€625K,€4K
232581,Eduardo,€625K,€3K
199046,K. Dawson,€650K,€4K
220038,H. McGahey,€825K,€2K
222342,Gu Chao,€550K,€5K
232070,R. Caballero,€675K,€1K
236166,Ever Rodeiro,€325K,€7K
246406,X. Arreaga,€0,€0
187014,C. Cercado,€500K,€3K
197511,H. Al Raheb,€350K,€10K
198279,C. Schuler,€475K,€2K
199815,S. Mantom,€775K,€3K
203399,O. Bouy,€750K,€10K
209287,J. Dongou Tsafack,€925K,€3K
216199,P. Mainka,€725K,€3K
172423,A. Kantari,€260K,€2K
245383,T. Mavromatis,€825K,€1K
224648,Li Lei,€625K,€5K
236168,Raphael Doninho,€600K,€8K
177544,K. Bülow,€375K,€1K
199049,R. Magyar,€600K,€3K
208521,F. Brillant,€260K,€2K
157321,K. Tamada,€220K,€2K
223369,M. Ballmert,€675K,€1K
226697,M. Laínez,€875K,€2K
207754,K. Mayi,€850K,€3K
208778,N. Manfredini,€425K,€1K
232586,K. Koizumi,€750K,€3K
202123,C. Aneke,€875K,€5K
206219,Juan Cruz,€625K,€2K
219531,S. Olivarez,€675K,€4K
223115,P. Gladon,€775K,€19K
232331,E. Aydoğan,€1.4M,€4K
243851,V. Pule,€750K,€1K
244363,Daniel Fuzato,€800K,€7K
211340,G. Valverde,€0,€0
27532,D. de Vries,€40K,€7K
170636,A. Lithgow,€475K,€2K
198285,L. Nicholls,€625K,€4K
201869,R. Teibert,€700K,€2K
214669,M. Figueroa,€675K,€4K
223885,A. Nübel,€925K,€4K
231821,Z. Al Sahafi,€700K,€8K
235149,J. Schouten,€900K,€2K
238989,R. Rep,€650K,€3K
183437,M. Rubin,€475K,€1K
184461,L. Guldan,€150K,€2K
189325,C. Telo,€500K,€2K
208014,M. Pearson,€700K,€3K
233870,Ricardo Alves,€650K,€2K
235918,T. Paredes,€725K,€5K
236174,Kauã Reisende,€700K,€4K
193166,L. Madrigal,€850K,€13K
203151,Augusto César,€775K,€3K
152463,D. Holm,€475K,€2K
232847,Y. Akimoto,€425K,€1K
179855,J. Beckford,€350K,€5K
189839,N. Crovetto,€350K,€2K
232848,Y. Maruyama,€500K,€3K
234640,B. Jatta,€1.1M,€3K
192912,G. Merebashvili,€575K,€2K
657,D. Vaughan,€150K,€4K
225169,T. Mauricio,€875K,€2K
233105,K. Dougall,€650K,€3K
186513,D. Arreola,€375K,€3K
202131,J. Cousins,€775K,€3K
214419,J. Duma,€800K,€1K
172179,T. Spurr,€475K,€4K
243859,J. Martínez,€950K,€2K
205460,C. Schoppenhauer,€650K,€5K
211604,L. Roberts,€650K,€2K
244884,M. Pellegrini,€1.3M,€2K
144021,C. Schwegler,€180K,€4K
155541,K. Petersen,€260K,€4K
223125,J. Vet,€675K,€2K
232853,H. Kawano,€650K,€2K
233109,F. Stokkers,€875K,€3K
235925,G. Gómez,€750K,€4K
193173,M. Lund,€650K,€4K
200086,M. Jankowski,€650K,€2K
230038,A. Maisonnial,€1M,€4K
232342,M. Lugo,€650K,€5K
232598,D. Niwa,€375K,€3K
234646,C. Riegler,€550K,€4K
235670,R. Lundqvist,€1M,€3K
241814,S. Muniru,€725K,€4K
182422,Zhang Lu,€425K,€5K
203415,J. Reeves,€850K,€4K
161943,E. Ward,€260K,€5K
202904,J. Tamm,€675K,€2K
212120,M. Heylen,€700K,€4K
214680,G. Gallon,€600K,€2K
222104,T. Adarabioyo,€925K,€6K
169112,L. Martin,€575K,€4K
245144,F. Ferrari,€875K,€5K
194200,Trujillo,€475K,€3K
136601,Kim Yong Dae,€40K,€1K
220569,E. Babayan,€875K,€3K
243609,Diogo Santos,€260K,€2K
244377,T. Borevković,€875K,€2K
183449,J. Jacobson,€425K,€3K
199578,Benja,€625K,€3K
220058,D. Phillips,€750K,€3K
232090,G. Aburjania,€775K,€4K
233114,J. Riley,€850K,€3K
240282,A. Matějů,€750K,€10K
191130,Filipe Brigues,€525K,€3K
199323,J. Zelený,€675K,€1K
215195,S. Svendsen,€1M,€2K
225435,J. Moreno,€975K,€1K
239259,R. Bushiri,€1.2M,€2K
245403,H. Rivero,€825K,€1K
190619,M. Grella,€575K,€3K
205724,I. Lanni,€525K,€1K
206492,A. Sané,€825K,€3K
214172,F. Castillo,€500K,€1K
215196,M. Galmarini,€70K,€3K
215708,A. Monfray,€525K,€2K
176540,B. Castillo,€40K,€1K
244892,S. Diop,€1.5M,€8K
224669,Yin Hongbo,€650K,€5K
181149,A. Hainault,€375K,€2K
202654,D. Čotra,€250K,€2K
217758,C. Washington,€825K,€5K
177310,F. Nimani,€650K,€3K
213407,M. Macey,€700K,€14K
152735,M. Doyle,€90K,€2K
236703,D. Raum,€1.1M,€2K
238495,V. Retamal,€825K,€1K
241823,A. Cruz,€975K,€2K
189343,M. Bruscagin,€525K,€2K
213152,C. Morris,€950K,€8K
212385,A. Syhre,€750K,€2K
214177,L. Paz,€500K,€1K
215969,L. Dos Santos,€675K,€2K
156321,A. Akinfenwa,€230K,€2K
221857,Jin Jingdao,€750K,€6K
223137,F. Bonazzoli,€975K,€8K
229793,B. Tetteh,€1.1M,€1K
230561,J. Grot,€1M,€10K
232609,G. Notsuda,€850K,€3K
235425,D. Jones,€975K,€2K
237217,N. Hansen,€850K,€2K
186529,T. Beltran,€475K,€2K
189345,D. Peitz,€260K,€4K
211618,D. Starkl,€825K,€4K
213922,D. Erdmann,€550K,€4K
214178,J. Vela,€800K,€1K
227746,A. Jakobsen,€900K,€2K
228770,J. Segura,€1.1M,€9K
171682,R. Miller,€260K,€2K
241570,U. Cardona,€1M,€3K
184482,J. Karacan,€625K,€5K
226723,L. Saldaña,€500K,€1K
177315,G. Roberts,€325K,€15K
193187,K. Bennett,€675K,€4K
216484,C. Tanner,€825K,€2K
223652,S. Ernst,€900K,€3K
225956,B. Akintola,€950K,€6K
162980,A. Taylor,€425K,€3K
232612,K. Yonekura,€475K,€4K
235172,Rúben Vinagre,€1.2M,€7K
182180,M. Drudi,€425K,€1K
188580,K. Ilsø,€575K,€2K
228261,V. Moren,€625K,€4K
241829,Lucas,€925K,€3K
193701,J. Norwood,€675K,€5K
209062,P. Frick,€775K,€2K
213670,I. Ssewankambo,€750K,€2K
229286,T. Skarke,€925K,€3K
236198,Luis Marleiro,€700K,€5K
246182,M. Pulkrab,€975K,€1K
193958,L. Brown,€525K,€4K
207783,R. Gaddis,€500K,€3K
228007,Lee Yeong Jae,€900K,€2K
244391,F. Sakala,€1M,€4K
191911,Park Jun Tae,€675K,€3K
209320,N. Saint-Ruf,€700K,€2K
173480,A. Lienhart,€350K,€4K
189352,M. Sema,€625K,€2K
205481,M. Bennett,€1.1M,€10K
206249,N. Hasler,€675K,€3K
211881,Q. Moll,€600K,€2K
152745,M. Woods,€475K,€3K
189865,D. Templeton,€625K,€4K
191657,Lim Sang Hyub,€625K,€3K
208298,M. Rivero,€525K,€4K
232874,S. Yamamoto,€250K,€4K
223147,J. Biada,€800K,€2K
240811,M. Torres,€1.1M,€5K
201132,R. Janicki,€575K,€3K
221356,D. Mahmudov,€650K,€3K
173484,Aitor,€425K,€2K
243628,A. Vukotić,€750K,€3K
189868,M. Marshall,€575K,€4K
211373,N. Mohammed,€875K,€2K
163757,J. Walsh,€725K,€5K
239021,T. Bergmann,€875K,€1K
199598,Jony Ñíguez,€260K,€2K
216750,P. Carlgren,€575K,€3K
221358,J. Rossiter,€1M,€9K
225710,S. Sy,€700K,€10K
228271,C. Gonzáles,€0,€0
232879,R. Nagaki,€475K,€4K
168879,M. Al Shalhoub,€220K,€8K
51887,A. Le Tallec,€400K,€2K
183471,D. Vidošić,€575K,€4K
214704,C. Guerra,€625K,€1K
231344,M. Koné,€975K,€5K
180400,Isidoro,€425K,€1K
200369,O. Halvorsen,€600K,€2K
223665,F. Ciampichetti,€625K,€2K
224690,Li Ang,€725K,€5K
234418,P. Kurzweg,€700K,€7K
139443,Cho Won Hee,€150K,€2K
230835,J. Drolè,€1.2M,€4K
233139,C. Itten,€1.3M,€4K
235955,R. Guitane,€1.4M,€4K
206004,J. Ojala,€575K,€2K
214709,J. Abarca,€500K,€1K
224437,M. González,€775K,€4K
227509,E. Ómarsson,€850K,€2K
233141,T. Hasegawa,€850K,€3K
233397,A. Diawusie,€1.1M,€6K
168629,I. Khalili,€575K,€2K
238005,J. Żubrowski,€725K,€2K
183477,M. Štěch,€450K,€3K
215990,O. Benítez,€625K,€2K
224438,A. Buksa,€900K,€2K
237750,K. Tokura,€525K,€2K
245686,C. Madu,€675K,€3K
200375,T. van de Pavert,€650K,€3K
201911,W. Keane,€825K,€9K
208311,S. Branca,€775K,€1K
229815,N. Antonitsch,€675K,€1K
232375,T. Umesaki,€575K,€2K
232887,A. Nakamura,€675K,€4K
192695,N. Thompson,€525K,€4K
212664,A. Kolev,€800K,€2K
225720,G. Bijl,€750K,€2K
173752,C. Gunter,€500K,€9K
176568,A. Marin,€575K,€2K
202169,J. Gatt,€700K,€4K
215993,D. Miloc,€600K,€3K
223673,M. Wostry,€700K,€3K
233145,K. Moriya,€500K,€3K
233401,A. Sigurðarson,€825K,€2K
221626,D. Lowe,€750K,€1K
199867,Milton Raphael,€575K,€2K
204987,B. Blume,€775K,€4K
210619,Jordi Quintillà,€825K,€4K
242619,C. Doucouré,€1.2M,€1K
211132,Andrés Prieto,€650K,€2K
220348,Isaac Carcelén,€675K,€2K
233148,Y. Nakano,€775K,€2K
184764,L. Schwechlen,€500K,€4K
210365,Jonatan Lucca,€725K,€2K
211901,L. Hufnagel,€850K,€2K
213693,J. Rothwell,€950K,€10K
220605,J. Rodríguez,€1M,€3K
236477,A. Claude Maurice,€1.2M,€2K
177597,R. Taylor,€625K,€4K
187837,M. Mešanović,€675K,€1K
199614,G. Plet,€625K,€5K
207806,B. Dickenson,€775K,€5K
232382,T. Takagi,€675K,€3K
234174,D. Thopola,€500K,€1K
179646,J. Juelsgård,€500K,€4K
245694,A. Traoré,€875K,€2K
214719,G. Sandoval,€200K,€1K
225983,S. Mpontshane,€375K,€1K
166847,C. McCann,€475K,€2K
179903,O. Bozanic,€625K,€3K
219584,L. Lezzerini,€700K,€1K
222912,M. Yaghoubi,€825K,€1K
231873,Joni Montiel,€1M,€3K
184001,D. Gorter,€600K,€3K
119233,T. Mears,€140K,€6K
198082,S. Diakité,€625K,€2K
200130,R. Mulumba,€700K,€3K
206530,M. Høibråten,€850K,€1K
212418,M. Lackner,€650K,€6K
235714,M. Domínguez,€925K,€6K
238786,O. Käuper,€1M,€6K
211395,A. Al Salem,€775K,€6K
214211,R. Vanegas,€800K,€1K
235971,Pablo Larrea,€775K,€3K
171971,L. Craig,€550K,€3K
240067,D. Gomis,€775K,€2K
184515,N. Blackman,€650K,€12K
216260,F. Kaufmann,€775K,€3K
222916,J. Ginnelly,€950K,€2K
230084,L. Nmecha,€1.4M,€3K
241092,I. Alhassan,€775K,€2K
213957,L. Crecco,€925K,€1K
166853,D. Charles,€475K,€3K
236997,Cris Salvador,€875K,€3K
200134,R. Benson,€775K,€1K
202182,R. Riski,€650K,€1K
224198,K. Hafez,€750K,€6K
201927,C. Harriott,€875K,€8K
241607,T. Belmonte,€1.4M,€4K
244935,B. Eleke,€1M,€5K
194759,O. Beckles,€625K,€3K
202952,Park Jin Po,€600K,€2K
206536,T. Naylor,€625K,€4K
220872,G. Kiltie,€1M,€2K
237768,R. Shirasaki,€775K,€2K
173256,T. Charles,€260K,€1K
191432,A. Falatah,€180K,€6K
206281,I. Tarasovs,€500K,€3K
213449,P. Stolarski,€850K,€3K
226249,M. Odjer,€1M,€1K
229065,B. Niňaj,€725K,€2K
230601,Crysan,€1M,€4K
237513,O. Eddahri,€675K,€2K
190665,J. Obika,€675K,€4K
225482,T. Zhamaletdinov,€1.1M,€1K
226506,K. Mets,€675K,€3K
238282,M. Coulibaly,€1.4M,€4K
192970,D. Mayor,€675K,€5K
199627,H. Pell,€750K,€5K
215756,S. McQueen,€750K,€10K
139213,L. Michel,€40K,€3K
210381,C. Lykogiannis,€725K,€7K
216269,S. Hertner,€600K,€5K
224973,Arturo Molina,€950K,€6K
198094,C. Warner,€475K,€2K
199118,V. Prodell,€625K,€2K
223438,T. Renault,€260K,€2K
231886,A. Muyl,€950K,€2K
240846,E. Apeh,€1.1M,€5K
235983,Alex Pozo,€975K,€2K
233168,D. Kikuchi,€675K,€4K
190160,R. Austin,€260K,€3K
191184,M. Machaj,€625K,€3K
199121,H. Radetinac,€500K,€2K
141265,M. Mikić,€220K,€1K
232657,M. Guevgeozián,€525K,€5K
236241,G. Viscarra,€0,€0
240081,I. Lapshov,€975K,€1K
175313,E. Fejzullahu,€625K,€2K
188625,J. Ekstrand,€500K,€3K
235474,G. Rolando,€1M,€8K
204499,R. Inniss,€775K,€11K
237779,T. Yamashita,€475K,€3K
245459,X. Emmers,€1.1M,€7K
221908,L. Morgan,€1.1M,€10K
158676,W. Kvist,€375K,€6K
239572,B. Jayiya,€650K,€1K
182228,J. Huyghebaert,€475K,€4K
203733,José Ángel,€775K,€2K
232405,Y. Hurtado,€900K,€1K
187093,J. González,€625K,€4K
189141,R. Söder,€675K,€2K
202966,Choi Bo Kyung,€475K,€3K
137686,A. Hadouir,€280K,€2K
224470,He Chao,€725K,€3K
245718,M. Booysen,€500K,€1K
189910,C. Main,€800K,€3K
205015,J. Grimmer,€750K,€3K
213719,A. Kann,€550K,€2K
216023,M. Lepe,€650K,€2K
216535,J. Bandowski,€700K,€4K
51159,Nelson Ferreira,€220K,€3K
192471,A. Matuszczyk,€500K,€2K
198104,D. Stahl,€500K,€2K
202968,Yun Il Lok,€750K,€2K
210392,R. McLaughlin,€875K,€3K
228568,P. Joosten,€900K,€5K
242392,G. Magnani,€900K,€10K
208857,F. Bong,€475K,€3K
214489,M. Restrepo,€90K,€1K
221657,T. Akindele,€775K,€3K
224217,R. van der Meer,€700K,€2K
158937,R. Gartler,€525K,€6K
226265,C. Lobos,€925K,€2K
162265,R. Cierzniak,€150K,€2K
190425,M. Abdellaoue,€650K,€2K
192473,L. Novak,€650K,€4K
202970,Jung Seung Yong,€600K,€2K
228058,L. Gugganig,€775K,€3K
201179,A. Donnarumma,€500K,€15K
204763,P. Steinhart,€675K,€2K
225755,Olavide,€950K,€3K
229083,C. Jakobsen,€800K,€4K
240859,Berrocal,€1.2M,€2K
241115,R. Amaral,€1.2M,€4K
202716,Abdón,€875K,€3K
210140,A. Al Mayoof,€400K,€8K
235740,A. Paleari,€625K,€1K
240860,José Lara,€1.3M,€2K
205533,A. Juel Andersen,€600K,€3K
221661,G. Vadalá,€1M,€5K
241117,Borja Sánchez,€1.1M,€3K
183517,A. Ogogo,€650K,€4K
156894,D. Pratley,€375K,€4K
233182,K. Takayama,€650K,€2K
230623,S. Bakış,€900K,€4K
241119,Dani Martín,€875K,€1K
183007,Zhang Wenzhao,€575K,€5K
209888,C. Goodwin,€750K,€2K
213984,J. Becerra,€850K,€1K
219104,C. Bravo,€825K,€2K
234464,V. Ramis,€925K,€4K
139489,F. Torres,€270K,€2K
232929,M. Mihara,€475K,€3K
194785,T. Flanagan,€650K,€4K
206562,L. Thompson,€900K,€7K
215522,A. Schlager,€625K,€2K
216802,J. Kaprof,€950K,€4K
221666,L. Mulholland,€625K,€3K
227810,S. Aasmundsen,€650K,€2K
238050,C. Ejuke,€1.1M,€1K
243170,F. Apaolaza,€1.1M,€4K
188386,E. Butin,€625K,€3K
231139,J. Fitzwater,€875K,€6K
242915,M. Cholewiak,€500K,€3K
193251,C. Schösswendter,€500K,€8K
210148,R. Klaasen,€825K,€2K
199909,P. Pervan,€425K,€8K
164581,M. de Jong,€425K,€2K
244197,Corpas,€700K,€3K
181733,A. Lukse,€425K,€3K
199398,A. Wittwer,€525K,€4K
201958,E. Ebanks-Landell,€675K,€15K
206054,S. Gündüz,€800K,€5K
208614,A. Uryga,€675K,€2K
152038,J. Absalonsen,€500K,€4K
202215,J. Willis,€500K,€2K
224487,E. Brophy,€1M,€2K
234727,T. Hübers,€875K,€6K
234983,Q. Laçi,€1M,€2K
244967,T. Mohamad,€575K,€6K
245480,Dyjan Azevedo,€675K,€3K
198377,L. Palmer,€550K,€8K
211433,F. Evangelista,€625K,€5K
229865,Óscar Pinchi,€1.1M,€11K
244969,Z. Laaroubi,€325K,€5K
214250,M. Palacios,€800K,€1K
225258,Borja,€825K,€2K
210667,F. Vanzo,€850K,€3K
214507,A. Zapata,€260K,€1K
220139,S. Szmodics,€950K,€4K
235755,A. Trusty,€1.1M,€1K
202988,Ryu Won Woo,€500K,€2K
137708,F. Dick,€250K,€2K
203500,D. Rose,€825K,€6K
221932,M. Oesterhelweg,€675K,€1K
229868,D. Mignanelli,€700K,€1K
202989,Lee Jong Ho,€800K,€3K
204269,Z. Clark,€575K,€2K
215533,S. Stevens,€575K,€2K
225261,Sergio Gil,€825K,€2K
226541,U. Zeybek,€775K,€12K
230125,A. Acosta,€1.2M,€5K
232685,K. Oi,€200K,€2K
241389,Y. Sari,€975K,€6K
244973,M. Ruiz,€1.1M,€2K
53741,L. Holmes,€575K,€4K
212718,D. Powers,€725K,€3K
155886,S. Henderson,€425K,€10K
221934,S. Scougall,€775K,€2K
165870,Cho Yong Hyung,€200K,€2K
234222,Cho Young Wook,€925K,€2K
239342,H. Koffi,€875K,€4K
208111,S. Sandberg,€725K,€2K
211439,T. Gabuza,€625K,€1K
216047,P. Muñoz,€500K,€3K
223727,C. MacGillivray,€625K,€3K
228591,C. Arcus,€800K,€2K
188399,A. Dercho,€425K,€2K
148720,H. Hauger,€375K,€2K
157168,Manu,€180K,€2K
231408,J. Leko,€1.1M,€6K
231664,J. Aguirre,€600K,€1K
176368,Kim Chang Soo,€350K,€2K
242672,L. Ćirković,€675K,€4K
244208,Isma Cerro,€900K,€3K
244464,E. Castillo,€1M,€6K
192496,P. Downing,€650K,€11K
211953,R. Vollath,€525K,€2K
229873,A. Munksgaard,€825K,€4K
232177,M. Ogbu,€750K,€1K
233457,Jang Ho Ik,€825K,€3K
236273,K. Bartolec,€800K,€4K
240625,G. Malcore,€925K,€1K
242673,V. Gvilia,€850K,€4K
228082,D. Burnić,€1M,€8K
229362,A. Öztürk,€700K,€4K
232946,K. Taketomi,€675K,€4K
172786,M. Mancosu,€625K,€2K
191218,D. Jaković,€375K,€2K
208371,M. Saeid,€650K,€1K
211955,U. Taffertshofer,€625K,€2K
216051,A. Medina,€400K,€4K
164339,M. Papadopulos,€400K,€3K
238067,N. Zaniolo,€1.3M,€7K
215028,F. Montero,€625K,€4K
243956,J. Vuković,€675K,€3K
192500,E. Barli,€575K,€1K
238069,G. Carrasco,€900K,€4K
112373,A. Balijon,€150K,€1K
245237,I. Saavedra,€900K,€2K
188405,Z. Janjić,€500K,€2K
188917,J. Skjelvik,€650K,€2K
210422,K. Kamiński,€550K,€2K
211702,M. Endres,€600K,€2K
223222,B. Delacourt,€375K,€4K
241910,C. Rismark,€650K,€2K
189942,A. Ligi,€525K,€1K
198135,D. Lachman,€525K,€3K
227575,M. Riascos,€675K,€5K
232439,L. Vignali,€950K,€1K
233463,S. Skålevik,€875K,€2K
234231,M. Djetei,€850K,€2K
239351,A. Fuchs,€975K,€5K
200952,M. Könnecke,€625K,€1K
227832,E. Yao Guy,€825K,€2K
183544,G. Burke,€850K,€4K
200953,C. Hemlein,€675K,€2K
209401,D. Anderson,€850K,€9K
225273,M. Døhr Thychosen,€825K,€4K
177657,A. Nordvik,€425K,€2K
200954,D. Thomalla,€825K,€4K
201978,P. Parzyszek,€875K,€3K
206074,M. Fornasier,€700K,€1K
212986,Michel Douglas,€800K,€4K
246010,Álex Cobo,€800K,€2K
187898,M. Çelik,€650K,€2K
211195,L. Woudenberg,€700K,€2K
227835,T. Tekie,€875K,€5K
233467,D. Vega,€775K,€2K
244731,N. Rusyn,€1.1M,€1K
246011,Víctor,€1.2M,€2K
212988,A. Deja,€700K,€2K
215036,F. Cornejo,€1M,€2K
220156,A. Balboa,€925K,€4K
158716,D. Edwards,€475K,€10K
226044,R. Vargas,€0,€0
228348,F. Rherras,€675K,€2K
234748,Gu Sung Yun,€600K,€1K
200957,C. Mavrias,€875K,€2K
207613,E. Martinez,€650K,€3K
210941,Lee Chang Geun,€650K,€1K
211453,M. Mohsen,€0,€0
219133,A. Gómez,€650K,€2K
232189,N. Ramírez,€1.3M,€3K
239357,C. Gebauer,€825K,€4K
243197,C. Knett,€500K,€3K
205054,K. Naismith,€750K,€15K
208638,Rober Correa,€675K,€3K
214270,C. Escobar,€675K,€2K
229118,J. Smeets,€875K,€2K
233470,Borja Galán,€775K,€3K
241406,J. Intriago,€0,€0
53502,D. Sjölund,€270K,€2K
224511,E. Bonifacio,€750K,€4K
232191,Lee Ho Seung,€450K,€2K
234239,G. Hein,€900K,€2K
237823,H. Abe,€1.4M,€2K
243968,A. De Bruyn,€700K,€3K
186112,J. Akinde,€550K,€6K
200449,D. McGregor,€300K,€2K
221441,G. Villarruel,€675K,€3K
227329,Pastrana,€875K,€4K
236545,Teixeira José,€425K,€6K
188417,A. Fernández,€400K,€3K
225282,J. Devecchi,€675K,€3K
235266,C. Früchtl,€1M,€3K
244482,I. Rondanini,€675K,€1K
207619,W. Creavalle,€500K,€2K
156675,A. Considine,€350K,€2K
228867,J. Vitale,€725K,€4K
229891,J. Ryerson,€700K,€5K
232195,J. Ríos,€550K,€1K
239363,K. Dabila,€775K,€5K
246275,Avilés,€850K,€5K
221700,No Dong Geon,€475K,€2K
230404,Benjamin Muscato,€475K,€4K
180740,N. Topor-Stanley,€220K,€1K
236037,P. Clement,€750K,€7K
206086,H. Toffolo,€600K,€4K
225542,C. Colkett,€825K,€2K
225798,B. Çamoğlu,€775K,€2K
165894,Yang Dong Hyen,€425K,€3K
237574,S. Tetteh,€850K,€7K
244230,A. Dobos,€1.1M,€1K
193798,J. Mason,€575K,€16K
203015,Lee Woong Hee,€425K,€2K
211463,C. Lavery,€675K,€4K
229383,M. Savastano,€650K,€3K
238599,N. Granatowski,€575K,€1K
211720,M. Stiefler,€525K,€3K
214280,L. Pavez,€700K,€1K
221704,S. Román,€625K,€1K
239368,M. Bakker,€1M,€2K
241928,A. Sambi Lokonga,€1.1M,€2K
220937,M. Pérez Acuña,€625K,€3K
221705,K. Dempsey,€825K,€3K
238089,Lee You Hyeon,€875K,€2K
242185,Y. Quintana,€675K,€2K
181001,B. Knighton,€270K,€2K
204554,R. Bennett,€475K,€3K
118794,A. Lonergan,€220K,€9K
190474,B. Sverrisson,€450K,€4K
171019,D. Forde,€40K,€2K
244235,H. Gong,€950K,€2K
184587,T. Kupisz,€550K,€1K
210700,M. Abusabaan,€525K,€7K
214028,C. Amaya,€575K,€1K
221964,Wu Yake,€450K,€2K
223756,M. Schulz,€750K,€3K
161804,O. Rojas,€60K,€2K
219661,P. Jaroszyński,€600K,€3K
222477,L. Reed,€825K,€3K
180749,T. Elrich,€350K,€3K
209166,M. Malaeka,€300K,€5K
